Times / Type,001___402376_Palo_Alto___main.xlsx,002___402377_Palo_Alto___main.xlsx,003___402379_Palo_Alto___main.xlsx,004___425696_Palo_Alto___off.xlsx,005___425697_Palo_Alto___main.xlsx,006___425897_Palo_Alto___on.xlsx,007___402380_Palo_Alto___main.xlsx,008___404529_East_Palo_Alto___main.xlsx,009___422116_East_Palo_Alto___main.xlsx,010___403059_East_Palo_Alto___off.xlsx,011___403060_East_Palo_Alto___on.xlsx,012___400859_East_Palo_Alto___main.xlsx,013___403061_East_Palo_Alto___on.xlsx,014___404533_East_Palo_Alto___main.xlsx,015___408267_East_Palo_Alto___on.xlsx,016___400981_East_Palo_Alto___main.xlsx,017___402398_East_Palo_Alto___main.xlsx,018___404534_Menlo_Park___main.xlsx,019___401474_Menlo_Park___main.xlsx,020___400388_Menlo_Park___main.xlsx,021___401927_Menlo_Park___main.xlsx,022___401653_Menlo_Park___main.xlsx,023___401872_Redwood_City___main.xlsx,024___405673_Redwood_City___main.xlsx,025___401874_Redwood_City___main.xlsx,026___403205_Redwood_City___off.xlsx,027___403206_Redwood_City___off.xlsx,028___405679_Redwood_City___main.xlsx,029___401835_Redwood_City___main.xlsx,030___404531_Redwood_City___main.xlsx,031___404532_Redwood_City___main.xlsx,032___410094_Redwood_City___off.xlsx,033___410095_Redwood_City___on.xlsx,034___401834_Redwood_City___main.xlsx,035___401833_Redwood_City___main.xlsx,036___410093_Redwood_City___on.xlsx,037___401929_Redwood_City___main.xlsx,038___401652_Redwood_City___main.xlsx,039___401882_Redwood_City___main.xlsx,040___412787_Redwood_City___on.xlsx,041___401832_Redwood_City___main.xlsx,042___412788_Redwood_City___on.xlsx,043___401869_Redwood_City___main.xlsx,044___401859_Belmont___main.xlsx,045___410111_Belmont___off.xlsx,046___410110_Belmont___on.xlsx,047___401910_Belmont___main.xlsx,048___401443_Belmont___main.xlsx,049___414212_Belmont___on.xlsx,050___402383_San_Mateo___main.xlsx,051___409888_San_Mateo___off.xlsx,052___401914_San_Mateo___main.xlsx,053___409676_San_Mateo___on.xlsx,054___410511_San_Mateo___on.xlsx,055___400661_San_Mateo___main.xlsx,056___400291_San_Mateo___main.xlsx,057___400107_San_Mateo___main.xlsx,058___400645_San_Mateo___main.xlsx,059___405859_San_Mateo___main.xlsx,060___405852_San_Mateo___on.xlsx,061___402385_San_Mateo___main.xlsx,062___402387_San_Mateo___main.xlsx,063___405828_San_Mateo___on.xlsx,064___405827_San_Mateo___main.xlsx,065___402389_San_Mateo___main.xlsx,066___428962_San_Mateo___main.xlsx,067___405847_San_Mateo___off.xlsx,068___405848_San_Mateo___main.xlsx,069___405845_San_Mateo___off.xlsx,070___405849_San_Mateo___on.xlsx,071___403261_San_Mateo___main.xlsx,072___400753_San_Mateo___main.xlsx,073___400720_San_Mateo___main.xlsx,074___401199_San_Mateo___main.xlsx,075___400935_San_Mateo___main.xlsx,076___403287_San_Mateo___off.xlsx,077___403288_San_Mateo___on.xlsx,078___400527_San_Mateo___main.xlsx,079___400007_San_Mateo___main.xlsx,080___400817_San_Mateo___main.xlsx,081___403086_San_Mateo___off.xlsx,082___400420_San_Mateo___main.xlsx,083___403087_San_Mateo___on.xlsx,084___400797_Burlingame___main.xlsx,085___422114_Burlingame___off.xlsx,086___403295_Burlingame___on.xlsx,087___400381_Burlingame___main.xlsx,088___400441_Burlingame___main.xlsx,089___403258_Burlingame___main.xlsx,090___412782_Burlingame___on.xlsx,091___412785_Burlingame___on.xlsx,092___401336_Millbrae___main.xlsx,093___400119_Millbrae___main.xlsx,094___405863_Millbrae___on.xlsx,095___401411_Millbrae___main.xlsx,096___400975_Millbrae___main.xlsx,097___413207_Millbrae___off.xlsx,098___413208_Millbrae___off.xlsx,099___413209_Millbrae___off.xlsx,100___413195_Millbrae___main.xlsx,101___413212_Millbrae___on.xlsx,102___400125_Millbrae___main.xlsx,103___400331_Millbrae___main.xlsx,104___400593_Millbrae___main.xlsx,105___405837_Millbrae___off.xlsx,106___400010_Millbrae___main.xlsx,107___405836_Millbrae___off.xlsx,108___405835_Millbrae___off.xlsx,109___405834_Millbrae___off.xlsx,110___405862_Millbrae___off.xlsx,111___400473_Millbrae___main.xlsx,112___400039_Millbrae___main.xlsx
10/14/24 7:00,3801,5191,5246,685,5215,573,4943,4916,3864,65,261,6368,624,6368,234,6368,6368,6370,4842,5791,4744,6368,6370,6370,6370,846,255,5059,4938,5771,5212,689,651,4396,6399,51,4411,6883,4708,141,4548,543,4797,6018,316,439,5160,4516,152,5704,107,4666,473,454,5045,6071,5296,3768,5074,1202,5158,6370,281,6370,6370,7551,120,6582,611,405,7640,7112,6949,6370,7148,403,612,5827,7686,8559,65,8648,63,4263,697,658,5624,6477,6370,0,0,6370,6368,0,6368,5564,125,283,1008,5594,674,6828,5768,7085,459,3986,532,572,1829,165,4137,3369
10/14/24 8:00,4189,5741,5816,563,5783,955,5493,5786,5046,90,255,6066,498,6066,248,6066,6066,6061,4976,6098,4860,6066,6061,6061,6061,890,330,5178,4935,5755,5128,720,2077,4291,6549,79,4664,6654,4631,167,4503,641,4768,5916,391,495,5269,4598,214,5753,135,4795,559,532,5110,6473,5463,3936,5177,1029,5380,6061,361,6063,6061,7578,116,6599,659,411,7730,7292,7061,6063,7192,523,580,5918,7704,8876,69,9341,89,4376,700,798,5702,6445,6061,0,0,6061,6066,0,6066,5858,130,352,957,5951,810,7231,6204,7504,504,4307,567,488,1901,205,4514,3824
10/14/24 9:00,3815,5457,5526,645,5459,910,5216,5540,4912,58,229,5873,363,5873,225,5873,5873,5874,4741,5849,4609,5873,5874,5874,5874,834,325,4704,4578,5140,4684,659,1168,3829,6229,68,4477,6380,4332,199,4184,646,4587,5617,450,525,4823,4245,245,5651,145,4622,478,484,4928,5702,4990,3782,4853,988,5169,5874,179,5872,5874,7378,114,6348,602,387,7355,6777,6761,5872,6615,489,480,5269,7067,7413,68,7644,100,3992,625,752,4906,5883,5874,0,0,5874,5873,0,5873,5152,138,398,1201,5090,803,6556,5482,6967,489,3712,718,504,1700,203,3881,3306
10/14/24 10:00,3235,4765,4865,582,4838,781,4606,5027,4467,91,247,5696,414,5696,196,5696,5696,5697,4232,5042,4101,5696,5697,5697,5697,778,176,4455,4373,5011,4909,594,899,4213,6257,51,4500,6256,4286,164,4174,721,4674,5664,418,504,4866,4269,238,5639,181,4519,474,395,4934,5546,4971,3935,5003,880,5386,5697,116,5699,5697,7143,140,6153,513,357,7293,6785,6871,5699,6422,497,434,5041,6771,7263,83,7292,92,4079,622,708,4656,5732,5697,0,0,5697,5696,0,5696,4983,117,399,1124,4776,1245,6524,5534,6912,593,3598,711,535,1752,172,3872,3363
10/14/24 11:00,3090,4662,4730,601,4685,883,4449,5107,4690,120,235,5499,370,5499,222,5499,5499,5495,4181,4845,4068,5499,5495,5495,5495,813,148,4403,4407,5012,5222,662,910,4604,6473,51,4704,6651,4468,239,4341,756,4732,5911,392,546,4959,4441,274,5916,214,4738,516,422,5129,5766,5188,4005,5190,792,5476,5495,127,5495,5495,7273,167,6233,575,362,7388,6743,6859,5495,6530,511,434,5131,6882,7076,117,7229,101,4163,583,815,4603,5865,5495,0,0,5495,5499,0,5499,4982,119,444,1310,4736,1161,6396,5350,6582,650,3387,683,471,1962,174,3656,3060
10/14/24 12:00,3127,4600,4691,586,4599,941,4437,5250,4851,163,269,5481,474,5481,215,5481,5481,5477,4227,4967,4102,5481,5477,5477,5477,769,146,4305,4259,4855,5198,624,921,4566,6400,46,5033,6815,4533,230,4323,849,4746,5984,347,553,5072,4502,263,5955,225,4730,633,420,5142,5829,5212,3992,5211,854,5459,5477,138,5481,5477,7085,189,6101,666,381,7325,6730,6878,5481,6510,554,447,5058,6758,7152,73,7445,107,4164,598,711,4620,5845,5477,0,0,5477,5481,0,5481,4895,156,441,1305,4670,1314,6563,5526,6889,606,3457,720,587,2028,186,3712,3313
10/15/24 6:00,3546,5077,5166,734,5094,361,4834,3981,1032,43,165,6029,429,6029,150,6029,6029,6029,4333,5175,4211,6029,6029,6029,6029,757,262,4602,4496,4308,4624,464,3266,4529,6885,31,3105,5867,4165,129,4081,324,4078,5701,241,299,4694,4006,106,5186,79,4433,330,278,4532,5197,4727,3493,4565,1492,4788,6029,155,6030,6029,7484,91,6632,304,261,7593,6936,6875,6030,7064,225,362,5890,7736,8010,66,7936,43,3916,572,482,5435,6053,6029,0,0,5902,6029,0,4484,4819,156,267,857,5102,647,6411,5581,6812,421,3973,358,371,1263,156,4216,3407
10/15/24 7:00,4345,5884,5908,703,5878,763,5584,4709,1032,83,293,6465,796,6465,277,6465,6465,6463,5269,6491,5136,6465,6463,6463,6463,1009,298,5988,5500,6123,6289,891,3750,5789,8283,71,4531,7399,5347,172,5343,591,5469,6831,429,532,5851,5287,251,6505,176,5744,600,564,5810,6892,5748,4133,5587,1290,5647,6463,360,6464,6463,7844,128,6958,761,452,7823,7618,7069,6464,7185,524,738,6352,7376,8694,74,8190,72,4364,735,771,6171,6471,6463,0,0,7593,6465,0,5819,6078,154,249,856,6515,579,7426,6650,7857,389,4750,432,497,1994,162,4902,3785
10/15/24 8:00,4552,6036,6114,618,6024,1237,5803,4927,1032,94,381,6186,625,6186,330,6186,6186,6185,5145,6670,4934,6186,6185,6185,6185,1037,323,6018,5411,5980,6309,937,2831,5825,8294,87,4829,7422,5389,171,5294,789,5453,6525,593,548,5827,5213,356,6195,335,5590,593,579,5489,6803,5420,3769,4910,1046,5161,6185,486,6183,6185,6688,127,5644,1000,504,6684,7222,6284,6183,6636,616,759,6209,6787,9209,78,9101,87,4375,730,1096,6132,6316,6185,0,0,7639,6186,0,5979,6577,139,242,765,6929,628,7747,6888,7991,438,4947,431,379,2112,222,5036,3923
10/15/24 9:00,4211,5803,5807,564,5881,986,5653,5002,1032,83,262,5976,428,5976,256,5976,5976,5974,4928,6206,4734,5976,5974,5974,5974,973,407,4967,4627,4670,4875,645,755,4810,7061,76,4532,6387,4363,179,4172,562,4501,4882,703,407,5396,3611,273,3897,211,2474,481,482,2475,3858,3075,2858,3377,1225,3929,5974,154,5979,5974,6487,88,5394,508,401,6705,6481,6478,5979,6274,383,517,5113,6467,7506,79,7333,87,3905,672,801,5020,5697,5974,0,0,6478,5976,0,5034,5327,108,273,1021,5390,800,6833,5824,7321,489,4004,614,520,1769,196,4171,3437
10/15/24 10:00,3519,4983,5076,584,5003,820,4782,4291,1032,95,246,5702,384,5702,234,5702,5702,5703,4250,5145,4138,5702,5703,5703,5703,843,284,4291,4182,4060,3916,566,834,4392,6822,61,4388,6257,4061,151,3882,577,4231,5122,554,422,5051,3930,245,5378,225,4811,573,401,4926,5902,4971,3853,5060,1227,5277,5703,155,5705,5703,7327,131,6345,669,400,7444,7360,6847,5705,6599,493,460,5790,6813,8067,89,7587,106,4295,710,682,5358,6004,5703,0,0,5525,5702,0,4204,5259,143,375,1312,5343,1300,6876,6065,7364,602,4256,672,513,1759,209,4441,3668
10/15/24 11:00,3049,4413,4497,527,4417,929,4226,3859,1032,99,229,5489,438,5489,245,5489,5489,5488,4188,4888,4066,5489,5488,5488,5488,824,150,4617,4536,4285,4110,610,950,4796,7399,52,4581,6713,4595,206,4480,737,4855,5965,444,510,5149,4514,265,5689,194,4427,500,416,5028,5775,5102,3836,4986,921,5247,5488,111,5493,5488,7331,138,6357,587,362,7530,6882,7038,5493,6719,511,413,5242,6851,7401,78,7525,106,4175,648,720,4811,5908,5488,0,0,5239,5489,0,3944,5135,142,432,1178,4972,1129,6467,5350,6648,593,3662,697,479,1890,175,3865,3366
10/15/24 12:00,3376,4890,4979,539,4894,971,4678,4143,1032,81,244,5433,405,5433,251,5433,5433,5430,4195,4945,4075,5433,5430,5430,5430,736,161,4288,4218,4127,4007,528,1061,4574,7123,46,5003,7226,4665,270,4373,822,4947,5877,422,502,5156,4513,239,5833,163,4587,558,380,5155,5963,5283,3893,5113,890,5325,5430,135,5433,5430,7046,144,6096,655,353,7245,6611,6714,5433,6292,560,414,5018,6796,6962,76,7322,114,4076,645,770,4509,5614,5430,0,0,4908,5433,0,3644,4890,145,344,1156,4693,1168,6426,5391,6807,562,3487,647,520,2015,163,3698,3254
10/16/24 6:00,3447,5012,5109,717,5030,392,4939,5743,6585,42,198,6108,442,6108,138,6108,6108,6108,432,204,132,6108,6108,6108,6108,740,213,4606,4485,4224,4478,444,2103,4520,5882,25,3196,5955,4268,98,4171,346,4174,5747,239,302,5171,3883,93,4860,180,4068,328,286,4248,5224,4798,3536,4602,1480,4842,6108,121,6110,6108,6982,86,6127,282,233,7340,6862,6727,6110,6832,257,385,5834,7474,7927,72,7822,41,3904,567,485,5394,6055,6108,0,0,5835,6108,0,4558,4703,152,236,893,5039,700,6039,5147,5074,0,0,0,0,0,0,0,252
10/16/24 7:00,4223,5778,5841,707,5801,690,5672,6321,6788,94,324,6597,768,6597,286,6597,6597,6600,432,204,132,6597,6600,6600,6600,1000,290,5944,5448,6214,6131,837,2286,5497,7042,74,4655,7130,5182,215,5254,604,5431,6697,433,543,6612,5235,249,6194,156,5316,566,567,5418,6515,5477,3895,5246,1273,5324,6600,365,6602,6600,7466,116,6502,786,452,7372,7371,6622,6602,6845,494,678,6167,7068,8341,100,7661,71,4231,694,798,5920,6211,6600,0,0,7428,6597,0,5653,5987,133,266,865,6358,563,7365,6611,8066,0,4369,0,0,0,0,4511,2647
10/16/24 8:00,4490,6033,6095,610,6082,1141,5859,6404,6475,89,372,6302,651,6302,318,6302,6302,6306,432,204,132,6302,6306,6306,6306,1049,309,6119,5470,6428,6274,1004,2361,5485,6892,92,4918,7330,5320,163,5166,692,5325,6299,635,570,6170,5119,338,6077,305,5573,549,531,5404,6648,5394,3835,5027,1003,5244,6306,440,6303,6306,6904,100,5860,959,535,6917,7396,6414,6303,6690,653,682,6223,6694,8663,92,7701,111,4416,748,1069,6181,6384,6306,0,0,6946,6302,0,5414,6489,122,253,700,6951,580,7734,7022,8455,0,4867,0,0,0,0,5017,2873
10/16/24 9:00,4114,5665,5737,599,5699,1036,5580,6254,6522,78,300,6118,437,6118,243,6118,6118,6121,432,204,132,6118,6121,6121,6121,903,390,5488,5153,5392,5133,736,875,4793,6692,64,4696,6945,4844,194,4626,687,5038,5758,530,507,5842,4574,285,5916,453,5093,517,530,5177,5884,5017,3644,4767,1246,4992,6121,191,6115,6121,7110,83,6140,906,365,7205,7206,6672,6115,6783,482,561,5984,6925,8369,80,7901,88,4277,711,750,5874,6296,6121,0,0,6555,6118,0,5037,5878,127,295,1054,6140,754,7372,6547,8252,0,4384,0,0,0,0,4551,2709
10/16/24 10:00,3397,4948,5017,527,4608,831,4840,5847,7248,84,237,5901,369,5901,223,5901,5901,5904,432,204,132,5901,5904,5904,5904,748,207,4361,4296,4512,4524,567,825,4206,5806,58,4578,7067,4626,185,4018,658,4310,5377,462,451,5493,4508,247,5801,207,4835,520,409,5071,5876,5173,3906,5142,972,5343,5904,121,5905,5904,7300,127,6355,632,380,7653,7079,7094,5905,6793,475,432,5519,7284,7570,65,7585,95,4263,642,743,5094,6045,5904,0,0,5725,5901,0,4348,5384,146,384,937,5260,1032,6897,5868,7650,0,3917,0,0,0,0,4093,2660
10/16/24 11:00,3130,4714,4830,535,4768,880,4641,5737,6913,94,244,5667,402,5667,250,5667,5667,5668,432,204,132,5667,5668,5668,5668,766,175,4565,4469,4341,4222,537,1007,4668,6334,68,4783,7395,4843,232,4402,783,4837,5944,433,487,5898,4771,261,6156,201,5097,493,417,5426,6258,5444,3999,5340,1077,5466,5668,111,5665,5668,7750,140,6751,623,356,7935,7385,7366,5665,7026,581,429,5665,7341,8017,98,7822,102,4471,617,727,5293,6297,5668,0,0,5535,5667,0,4116,5323,160,450,1148,5209,1068,6740,5674,7388,0,3589,0,0,0,0,3870,2675
10/16/24 12:00,3182,4825,4917,582,4875,1083,4796,5893,6991,73,286,5606,441,5606,217,5606,5606,5603,432,204,132,5606,5603,5603,5603,801,157,4870,4862,4825,4235,630,1070,4981,6742,53,5167,7402,4929,229,4729,898,5316,6349,414,591,6406,4955,275,6325,240,5111,627,454,5514,6334,5545,4185,5500,823,5715,5603,178,5599,5603,7332,196,6307,758,373,7510,6913,6959,5599,6637,575,380,5226,6924,7141,75,7306,134,4222,656,793,4736,5822,5603,0,0,5200,5606,0,3836,5106,159,436,1070,4870,1158,6617,5582,7313,0,3474,0,0,0,0,3746,2783
10/17/24 6:00,3412,4997,5060,694,5024,363,4933,5714,6596,75,203,6140,458,6140,10,6140,6140,6140,6140,5829,6140,6140,6140,6140,6140,761,214,4677,4533,4265,4184,469,4071,4312,5850,28,3235,5769,4145,100,4070,345,4111,5671,238,306,5307,4059,98,5242,54,4381,297,314,4475,5182,4698,3528,4597,1534,4832,6140,140,6141,6140,7486,90,6601,308,231,7556,7014,6930,6141,6932,241,378,5863,7762,7857,72,7908,52,3874,544,483,5336,5948,6140,0,0,0,6140,0,0,4715,144,236,861,5079,688,6304,5463,7113,0,3955,0,0,0,0,4138,2052
10/17/24 7:00,4220,5718,5802,706,5744,704,5631,6310,6792,121,344,6591,839,6591,0,6591,6591,6596,6596,6656,6591,6591,6596,6596,6596,1026,305,5985,5470,6264,6138,859,3553,5200,7067,74,4689,7479,5382,204,5265,645,5378,6787,397,526,6503,5242,239,6264,159,5554,573,554,5675,6903,5737,3982,5430,1229,5444,6596,347,6598,6596,7444,118,6474,794,452,7416,7526,6782,6598,7181,511,720,6373,7294,9033,102,8729,77,4337,710,810,6153,6419,6596,0,0,0,6591,0,0,5996,133,280,828,6387,633,7293,6548,8103,0,4836,0,0,0,0,4995,2810
10/17/24 8:00,4513,6121,6204,600,6092,1169,5915,6466,6553,146,386,6295,579,6295,0,6295,6295,6295,6295,6693,6295,6295,6295,6295,6295,1026,308,5957,5474,5929,5827,875,3244,4850,6990,86,4979,7058,5151,188,5140,720,5339,6291,576,562,6185,5083,333,6185,345,5743,624,533,5575,6782,5519,3893,5195,994,5323,6295,469,6295,6295,7003,127,5982,1005,536,7015,7511,6570,6295,6703,613,733,6196,6771,9184,111,8892,107,4403,791,1035,6027,6326,6295,0,0,0,6295,0,0,6461,128,269,671,6891,599,7666,6860,8408,0,4769,0,0,0,0,4542,2894
10/17/24 9:00,4154,5724,5759,580,5764,1005,5658,6299,6660,149,297,6165,409,6165,0,6165,6165,6166,6166,6303,6165,6165,6166,6166,6166,944,407,5297,4971,4964,4491,685,884,5061,6551,79,4776,7051,4860,195,4649,653,4988,5913,515,510,5915,4600,297,5935,214,5158,483,521,5295,6129,5249,3859,5147,1121,5273,6166,205,6168,6166,7038,99,5980,988,382,7116,7350,6725,6168,6437,501,543,5867,6413,8231,93,7510,114,4195,686,775,5710,6172,6166,0,0,0,6165,0,0,5800,152,373,944,6010,739,7275,6294,7999,0,4317,0,0,0,0,4251,2750
10/17/24 10:00,3699,5269,5344,589,5304,868,5226,5960,7080,153,228,5937,379,5937,0,5937,5937,5933,5933,5838,5937,5937,5933,5933,5933,844,248,5095,4855,4716,4281,651,929,5121,6774,52,4689,7430,4951,191,4658,664,5089,6090,515,497,5980,4632,257,5897,186,4759,455,400,5146,6043,5319,4107,5377,1106,5615,5933,111,5935,5933,7552,118,6608,673,380,7904,7316,7214,5935,6579,513,451,5572,6811,7856,69,7442,87,4274,723,758,5316,5938,5933,0,0,0,5937,0,0,5454,122,376,955,5449,1159,7017,6040,7723,0,4178,0,0,0,0,4342,2714
10/17/24 11:00,3447,5013,5099,579,5044,965,4990,5986,6838,123,265,5702,404,5702,0,5702,5702,5708,5708,5614,5702,5702,5708,5708,5708,759,179,4627,4435,4282,4124,560,986,4805,6468,47,4920,6998,4724,235,4545,873,4871,6199,450,543,6248,4756,274,6202,209,5155,564,419,5349,6137,5404,4125,5390,910,5639,5708,89,5713,5708,7438,146,6414,638,390,7658,7193,7080,5713,6507,599,426,5421,7027,7581,98,7392,98,4237,623,868,4980,5868,5708,0,0,0,5702,0,0,5278,126,395,1149,5094,1146,6709,5700,7445,0,3741,0,0,0,0,4006,2745
10/17/24 12:00,3211,4806,4932,576,4775,996,4721,5816,7027,127,285,5664,405,5664,0,5664,5664,5660,5660,5503,5664,5664,5660,5660,5660,806,143,4450,4420,4211,3914,539,951,4596,6296,48,5331,6860,4631,224,4413,808,5004,5952,388,531,6014,4609,290,5994,202,4841,621,420,5236,5881,5209,3892,5136,926,5327,5660,152,5662,5660,7139,156,6141,742,409,7481,7056,7111,5662,6697,512,405,5283,7068,7322,75,7559,135,4266,673,788,4837,5879,5660,0,0,0,5664,0,0,5104,151,413,1194,4882,1316,6582,5498,7128,0,3735,0,0,0,0,3968,2836
10/18/24 6:00,3004,4415,4483,630,4371,309,4353,5249,6394,63,215,5804,448,5804,0,5804,5804,5801,5801,5429,5804,5804,5801,5801,5801,702,210,4088,3925,4677,4185,446,1623,3641,5348,24,3145,5692,3914,100,3728,305,3732,5214,200,319,4863,3623,111,4875,302,4017,289,256,4273,4987,4549,3349,4354,1435,4590,5801,110,5804,5801,6800,88,5845,284,216,6968,6604,6482,5804,6691,252,354,5464,7214,7498,54,7424,53,3691,528,459,4956,5693,5801,0,0,5801,5804,0,5804,4290,133,275,968,4521,739,5790,4848,6459,0,3554,0,0,0,0,3759,1980
10/18/24 7:00,3865,5309,5402,604,5173,643,5204,5955,6642,115,308,6492,797,6492,0,6492,6492,6490,6490,6431,6492,6492,6490,6490,6490,929,266,5226,4996,6102,5524,800,3330,4320,6221,66,4536,6913,4862,170,4625,466,4823,6069,349,490,5745,4680,210,5913,604,5104,525,506,5263,6467,5469,3959,5289,1211,5412,6490,351,6493,6490,7450,140,6534,668,447,7766,7459,7129,6493,7299,576,642,6145,7842,8754,77,8382,80,4360,766,728,5874,6512,6490,0,0,6490,6492,0,6492,5588,141,289,844,5792,649,6952,5962,7687,0,4306,0,0,0,0,4499,2702
10/18/24 8:00,4210,5698,5768,566,5688,1000,5590,6264,6558,179,321,6238,588,6238,0,6238,6238,6237,6237,6428,6238,6238,6237,6237,6237,1040,313,5550,5180,6112,5647,880,2502,4914,6789,98,4887,7109,5016,174,4871,729,5084,6329,479,584,6119,4879,302,6075,835,5234,554,470,5435,6670,5577,3977,5378,1141,5439,6237,405,6241,6237,7277,143,6275,862,486,7506,7621,6896,6241,6832,697,649,6104,7006,8601,74,7748,87,4283,813,987,5819,6291,6237,0,0,6237,6238,0,6238,6098,114,404,813,6240,609,7241,6159,7777,0,4435,0,0,0,0,4532,2839
10/18/24 9:00,3781,5302,5357,575,5276,951,5224,5990,6851,115,290,6073,431,6073,0,6073,6073,6071,6071,5951,6073,6073,6071,6071,6071,848,383,4820,4594,5315,4984,638,925,4705,6208,76,4858,6921,4687,180,4459,665,4687,5952,421,573,5899,4515,290,5884,720,4952,471,503,5232,6240,5412,4033,5368,1093,5511,6071,185,6072,6071,7404,116,6459,730,399,7741,7487,7241,6072,6583,567,546,5699,6672,8113,69,7625,104,4188,725,807,5509,6174,6071,0,0,6071,6073,0,6073,5560,117,375,1128,5633,816,6931,5890,7625,0,3848,0,0,0,0,4046,2798
10/18/24 10:00,3468,5049,5148,631,5041,824,4987,5972,7431,129,278,5938,412,5938,0,5938,5938,5935,5935,5661,5938,5938,5935,5935,5935,834,210,4658,4498,5237,4889,653,871,4477,6477,64,5004,7103,4709,172,4469,735,4712,6052,362,521,5899,4635,245,6036,209,5052,514,399,5277,5991,5332,4088,5332,940,5586,5935,122,5936,5935,7351,132,6423,567,369,7691,7182,7121,5936,6864,485,443,5518,7222,7617,85,7585,109,4355,665,732,5193,6078,5935,0,0,5935,5938,0,5938,5358,127,385,1225,5252,1278,6921,5877,7719,0,3814,0,0,0,0,4049,2824
10/18/24 11:00,3167,4631,4736,582,4833,1007,4664,5591,7325,140,273,5873,435,5873,0,5873,5873,5872,5872,5706,5873,5873,5872,5872,5872,779,169,4840,4678,5201,5378,649,1064,5039,6762,48,5399,7201,4950,222,4840,857,5163,6476,392,538,6288,4961,272,6433,278,5423,582,476,5573,6306,5557,4238,5677,837,5784,5872,98,5871,5872,7787,150,6857,640,398,7987,7448,7433,5871,7183,581,429,5810,7477,7771,75,7822,126,4441,693,813,5253,6241,5872,0,0,5872,5873,0,5873,5327,151,419,1348,5173,1344,6743,5761,7428,0,3845,0,0,0,0,4036,2926
10/18/24 12:00,3561,5101,5196,564,5096,1027,5038,5998,7687,134,280,5897,413,5897,0,5897,5897,5898,5898,5639,5897,5897,5898,5898,5898,802,159,4790,4596,5216,5467,602,1058,5014,6718,63,5863,7836,5089,245,4852,849,5231,6561,400,600,6440,5062,312,6539,274,5521,608,447,5718,6485,5617,4206,5568,909,5741,5898,137,5898,5898,7515,188,6613,708,409,7841,7347,7314,5898,6900,593,428,5524,7340,7595,63,7871,120,4370,656,953,5000,6042,5898,0,0,5898,5897,0,5897,5369,162,511,1382,5139,1456,6899,5818,7514,0,3876,0,0,0,0,4061,3029
10/21/24 6:00,3319,4833,4879,646,4843,326,4765,5606,6368,71,194,5920,415,5920,0,5920,5920,5919,5919,5567,5920,5920,5919,5919,5919,722,227,4468,4415,4804,4340,408,3311,4038,5678,23,2977,5820,4145,92,4072,329,4151,5579,219,254,4544,3991,104,5169,413,4303,323,267,4459,5148,4753,3491,4558,1480,4783,5919,123,5920,5919,7300,95,6498,257,237,7418,6770,6746,5920,6789,201,365,5717,7161,7602,54,7770,30,3871,513,437,5324,6002,5919,0,0,5919,5920,0,5920,4568,139,263,1015,4872,764,6257,5410,7117,0,3603,0,0,0,0,3825,1863
10/21/24 7:00,4161,5628,5699,653,5635,703,5490,6171,6524,169,296,6368,805,6368,0,6368,6368,6370,6370,6391,6368,6368,6370,6370,6370,999,272,5571,5230,6292,5699,804,3378,4829,6769,62,4411,7045,5005,190,4921,532,5090,6309,382,470,5461,4893,176,6091,10,5223,557,534,5392,6504,5525,3992,5392,1343,5457,6370,336,6370,6370,7680,125,6755,710,450,7749,7586,7081,6370,7190,499,649,6271,7224,8068,60,7833,65,4343,679,825,6072,6527,6370,0,0,6370,6368,0,6368,5876,126,272,1037,6205,723,7274,6423,8175,0,4497,0,0,0,0,4653,2603
10/21/24 8:00,4608,6071,6131,552,6065,1165,5933,6543,6198,166,361,6066,590,6066,0,6066,6066,6061,6061,6393,6066,6066,6061,6061,6061,1010,274,5896,5399,6313,5654,918,3093,5449,6675,73,4664,6869,5013,179,4953,656,5028,6311,494,542,5591,4946,231,6077,40,5454,567,487,5509,6549,5485,3895,5220,1042,5329,6061,425,6063,6061,6754,113,5689,972,491,6659,7002,6009,6063,6480,582,680,5978,6416,7667,73,7311,86,4263,664,1027,5833,6246,6061,0,0,6061,6066,0,6066,5802,120,305,914,6095,623,7272,6472,8042,0,4642,0,0,0,0,4752,2674
10/21/24 9:00,4307,5781,5860,606,5823,935,5645,6358,6700,163,263,5873,421,5873,0,5873,5873,5874,5874,6061,5873,5873,5874,5874,5874,908,373,4891,4590,5276,4956,646,778,4575,6289,66,4477,6749,4524,170,4296,607,4592,5485,493,434,4811,4285,240,5525,112,4669,420,434,4789,5515,4714,3192,4030,793,4385,5874,183,5872,5874,4602,106,3393,936,323,4422,4683,4096,5872,4585,291,779,3576,4633,5478,40,5615,102,3503,426,734,4018,5086,5874,0,0,5874,5873,0,5873,4518,98,292,1176,4391,1016,6111,5146,6866,0,4122,0,0,0,0,4275,2577
